,created_at,text,entities,public_metrics,union
2752,2022-09-06T15:20:14.000Z,"Local 1287-Kansas City, MO, works toward a new deal with pay increases, better benefits, and improved safety to address the workforce shortage. https://t.co/1X1oRmrlQ2 #1u","{'urls': [{'start': 144, 'end': 167, 'url': 'https://t.co/1X1oRmrlQ2', 'expanded_url': 'https://www.kshb.com/news/local-news/kcata-local-transit-union-working-on-new-agreement-following-operator-concerns', 'display_url': 'kshb.com/news/local-new…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1566920884119543816/Vf9MdAM7?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1566920884119543816/Vf9MdAM7?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'KCATA, local transit union working on new agreement following operator concerns', 'description': 'Driver shortages continue to take a toll on KCATA, but the union representing those drivers says they will likely vote ""yes"" on a new agreement between them and KCATA.', 'unwound_url': 'https://www.kshb.com/news/local-news/kcata-local-transit-union-working-on-new-agreement-following-operator-concerns'}], 'annotations': [{'start': 11, 'end': 21, 'probability': 0.9391, 'type': 'Place', 'normalized_text': 'Kansas City'}, {'start': 24, 'end': 25, 'probability': 0.977, 'type': 'Place', 'normalized_text': 'MO'}], 'hashtags': [{'start': 168, 'end': 171, 'tag': '1u'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",ATUComm
2782,2022-09-05T17:29:43.000Z,Support Starbucks workers with the same level of energy you support pumpkin spice lattes! ACT NOW: https://t.co/htutZZ30F9 https://t.co/8cblTRPZxB,"{'urls': [{'start': 99, 'end': 122, 'url': 'https://t.co/htutZZ30F9', 'expanded_url': 'http://bit.ly/3cBXcZu?r=lp', 'display_url': 'bit.ly/3cBXcZu?r=lp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1566537536419180544/j6tXikUk?format=png&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1566537536419180544/j6tXikUk?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Public: Labor Day Weekend Sip-In List', 'description': 'Sheet1 Store Name or Site of Action,Street Address (of store or other site of action),City,State,Date,Start Time,End Time,Note 20 Street Midtown,308 20th street south,Birmingham,AL,Monday, Sep 5,10:00:00 AM,3:00:00 AM Crimson & Southern,1222 S Crimson Rd,Mesa,AZ,Friday, Sep 2, All of the Above D...', 'unwound_url': 'https://docs.google.com/spreadsheets/d/1YopJRYQ7FX_Xlu8E-BzuCV3wVHgjD9R8MMC9laBAl9g/edit?usp=sharing'}, {'start': 123, 'end': 146, 'url': 'https://t.co/8cblTRPZxB', 'expanded_url': 'https://twitter.com/SBWorkersUnited/status/1566832157993172999', 'display_url': 'twitter.com/SBWorkersUnite…'}], 'annotations': [{'start': 8, 'end': 16, 'probability': 0.7044, 'type': 'Organization', 'normalized_text': 'Starbucks'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 12, 'quote_count': 0, 'impression_count': 0}",SEIU
2795,2022-09-05T15:21:42.000Z,Probably the most under-reported story of the 2020 elections was just how much postal workers moved heaven and earth to make sure that election mail was delivered quickly and efficiently. https://t.co/eKm1FT4cHd,"{'urls': [{'start': 188, 'end': 211, 'url': 'https://t.co/eKm1FT4cHd', 'expanded_url': 'https://twitter.com/AWFUnionPodcast/status/1566803730422534145', 'display_url': 'twitter.com/AWFUnionPodcas…'}]}","{'retweet_count': 37, 'reply_count': 1, 'like_count': 125, 'quote_count': 3, 'impression_count': 0}",APWUnational
2807,2022-09-05T13:35:49.000Z,"UAW President Ray Curry reflects on some important considerations, on the vitality displayed by our members and the energy of the labor movement this past year.
https://t.co/AHnUur1gV2 #laborday #collectivebargaining","{'urls': [{'start': 161, 'end': 184, 'url': 'https://t.co/AHnUur1gV2', 'expanded_url': 'https://uaw.org/celebrate-collective-energy-working-men-women/', 'display_url': 'uaw.org/celebrate-coll…', 'status': 200, 'title': 'Celebrate the collective energy of working men and women | UAW', 'description': 'UAW Family, As we celebrate the important contributions of union workers this Labor Day, I am reflecting on the vitality displayed by our members and the energy of the labor movement this past year. I am reminded of how the unified voice of labor continues to make powerful differences in our communities. It is a', 'unwound_url': 'https://uaw.org/celebrate-collective-energy-working-men-women/'}], 'annotations': [{'start': 0, 'end': 2, 'probability': 0.5478, 'type': 'Organization', 'normalized_text': 'UAW'}, {'start': 14, 'end': 22, 'probability': 0.9786, 'type': 'Person', 'normalized_text': 'Ray Curry'}], 'hashtags': [{'start': 185, 'end': 194, 'tag': 'laborday'}, {'start': 195, 'end': 216, 'tag': 'collectivebargaining'}]}","{'retweet_count': 23, 'reply_count': 5, 'like_count': 32, 'quote_count': 1, 'impression_count': 0}",UAW
2841,2022-09-03T15:00:17.000Z,"From @myamericannurse: Climate change is a threat to public health. #Nurses, as evidence-based practitioners, can be powerful advocates by educating policymakers about the effects of climate change on their patients. This nurse has made that her mission: https://t.co/3PsCGTW78l https://t.co/9Tu1T3u4mP","{'urls': [{'start': 255, 'end': 278, 'url': 'https://t.co/3PsCGTW78l', 'expanded_url': 'http://ow.ly/nL7f50Kl0Y8', 'display_url': 'ow.ly/nL7f50Kl0Y8', 'status': 200, 'title': 'Environmental health influencers', 'description': 'Katie Huffling and a group of ANA leaders presented the “Impact of Climate Change on Health” for consideration at the Membership Assembly.', 'unwound_url': 'https://www.myamericannurse.com/climate-change-environmental-health-influencers/'}, {'start': 279, 'end': 302, 'url': 'https://t.co/9Tu1T3u4mP', 'expanded_url': 'https://twitter.com/ANANursingWorld/status/1566078633969606659/video/1', 'display_url': 'pic.twitter.com/9Tu1T3u4mP', 'media_key': '7_1566077374587879426'}], 'hashtags': [{'start': 68, 'end': 75, 'tag': 'Nurses'}], 'mentions': [{'start': 5, 'end': 21, 'username': 'myamericannurse', 'id': '24883537', 'verified': False, 'protected': False, 'url': 'https://t.co/4meskNe6LF', 'description': 'American Nurse, the official journal of the American Nurses Association, serves as an influential voice for nurses across the country.', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1241084851329085441/6lJC8zMo_normal.jpg', 'created_at': '2009-03-17T13:51:07.000Z', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4meskNe6LF', 'expanded_url': 'https://www.myamericannurse.com/', 'display_url': 'myamericannurse.com'}]}}, 'name': 'American Nurse', 'public_metrics': {'followers_count': 47688, 'following_count': 4251, 'tweet_count': 11995, 'listed_count': 468}}]}","{'retweet_count': 2, 'reply_count': 1, 'like_count': 7, 'quote_count': 0, 'impression_count': 0}",ANANursingWorld
2869,2022-09-02T15:44:51.000Z,This morning over 900 cases of water arrived to the Jackson Federation of Teachers President Akemi Stout to help support them through this water crisis. https://t.co/g35KZhor5X,"{'urls': [{'start': 153, 'end': 176, 'url': 'https://t.co/g35KZhor5X', 'expanded_url': 'https://twitter.com/AFTunion/status/1565727460855103493/photo/1', 'display_url': 'pic.twitter.com/g35KZhor5X', 'media_key': '3_1565727453166829569'}, {'start': 153, 'end': 176, 'url': 'https://t.co/g35KZhor5X', 'expanded_url': 'https://twitter.com/AFTunion/status/1565727460855103493/photo/1', 'display_url': 'pic.twitter.com/g35KZhor5X', 'media_key': '3_1565727453166936064'}], 'annotations': [{'start': 52, 'end': 81, 'probability': 0.7478, 'type': 'Organization', 'normalized_text': 'Jackson Federation of Teachers'}, {'start': 93, 'end': 103, 'probability': 0.5504, 'type': 'Other', 'normalized_text': 'Akemi Stout'}]}","{'retweet_count': 25, 'reply_count': 1, 'like_count': 60, 'quote_count': 4, 'impression_count': 0}",AFTunion
2895,2022-09-01T23:50:01.000Z,"No one cares for their communities like union members ❤️ 

Margaret Henson, a school librarian and President of Breathitt County Education Association, saw Kentucky's flood devastation first-hand and is helping those who lost everything pick up the pieces.
https://t.co/5bmbcOWIHB","{'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/5bmbcOWIHB', 'expanded_url': 'https://www.kentuckyeducators.com/article-1-complete-awe', 'display_url': 'kentuckyeducators.com/article-1-comp…', 'status': 200, 'title': 'I Was In Complete Awe | Kentucky Educators', 'description': 'Breathitt County Education Association President Margaret Henson, a librarian at Marie Roberts-Caney Elementary, with the school’s principal Jason Fugate. Amid the scattered branches, shredded metal debris, overturned vehicles and mobile homes, homes torn from their foundations, and piles upon piles of ruined furniture and bel ongings that once filled people’s homes, stands the Marie Roberts-Caney Elementary school in Lost Creek, Kentucky. In the immediate aftermath of the devastating floods that', 'unwound_url': 'https://www.kentuckyeducators.com/article-1-complete-awe'}], 'annotations': [{'start': 59, 'end': 73, 'probability': 0.9276, 'type': 'Person', 'normalized_text': 'Margaret Henson'}, {'start': 112, 'end': 149, 'probability': 0.5497, 'type': 'Other', 'normalized_text': 'Breathitt County Education Association'}, {'start': 156, 'end': 163, 'probability': 0.7931, 'type': 'Place', 'normalized_text': 'Kentucky'}]}","{'retweet_count': 7, 'reply_count': 2, 'like_count': 18, 'quote_count': 0, 'impression_count': 0}",NEAToday
2910,2022-09-01T20:22:32.000Z,The Inflation Reduction Act: Cleaner energy and more union jobs. https://t.co/cDHpc1Dhc7,"{'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/cDHpc1Dhc7', 'expanded_url': 'https://twitter.com/IBEW/status/1565434956544974855/photo/1', 'display_url': 'pic.twitter.com/cDHpc1Dhc7', 'media_key': '3_1565434949490167817'}], 'annotations': [{'start': 4, 'end': 26, 'probability': 0.5035, 'type': 'Other', 'normalized_text': 'Inflation Reduction Act'}]}","{'retweet_count': 22, 'reply_count': 4, 'like_count': 62, 'quote_count': 1, 'impression_count': 0}",IBEW
2976,2022-08-31T19:44:41.000Z,Free course provides a low-barrier introduction to the electrical trade.  https://t.co/MSKewlwvsZ,"{'urls': [{'start': 74, 'end': 97, 'url': 'https://t.co/MSKewlwvsZ', 'expanded_url': 'https://bit.ly/3Q61aHp', 'display_url': 'bit.ly/3Q61aHp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1565063046015361024/RnLYNmeK?format=jpg&name=orig', 'width': 1260, 'height': 504}, {'url': 'https://pbs.twimg.com/news_img/1565063046015361024/RnLYNmeK?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Free Course in B.C. Provides a Low-Barrier Introduction to the Electrical Trade', 'description': 'As job opportunities in the electrical and other building trades continue to expand throughout Canada, fears of a possible skilled-worker shortage continue to grow along with them. In British Columbia, for example, some estimates say that nearly 64,000 new tradespeople — including thousands of electrical workers — will be needed over the next 10 years.', 'unwound_url': 'http://www.ibew.org/media-center/Articles/22Daily/2208/220831_Introduction'}]}","{'retweet_count': 3, 'reply_count': 0, 'like_count': 10, 'quote_count': 0, 'impression_count': 0}",IBEW
2996,2022-08-31T16:48:02.000Z,The NALC Disaster Relief Foundation helps members who have experienced damage from natural disasters. Watch this video that features stories from recent grant recipients and see how donations to the DRF impact our brothers and sisters. https://t.co/VwfuvTgd7G,"{'urls': [{'start': 236, 'end': 259, 'url': 'https://t.co/VwfuvTgd7G', 'expanded_url': 'https://nalc-info.org/drf-video', 'display_url': 'nalc-info.org/drf-video', 'status': 200, 'title': 'NALC Disaster Relief Foundation - Hear from our grant recipients', 'description': 'The NALC Disaster Relief Foundation (DRF) provides financial grants to members who have experienced damage from a hurricane, tornado, fire or another natura...', 'unwound_url': 'https://www.youtube.com/watch?v=Y-ge983aR6Q&feature=youtu.be'}], 'annotations': [{'start': 4, 'end': 34, 'probability': 0.595, 'type': 'Organization', 'normalized_text': 'NALC Disaster Relief Foundation'}, {'start': 199, 'end': 201, 'probability': 0.5574, 'type': 'Organization', 'normalized_text': 'DRF'}]}","{'retweet_count': 5, 'reply_count': 0, 'like_count': 9, 'quote_count': 0, 'impression_count': 0}",NALC_National
2998,2022-08-31T16:38:02.000Z,Don't miss out on tomorrow's town hall with the White House!  @BeckyPringle and her fellow panelists will be discussing health and safety as well as academics and mental health for the new school year. Register to join: https://t.co/g2uIxkB3bZ https://t.co/PewfbCD4o9,"{'mentions': [{'start': 62, 'end': 75, 'username': 'BeckyPringle', 'id': '50937243', 'pinned_tweet_id': '1621894851540254724', 'protected': False, 'url': 'https://t.co/KVAshFA0dw', 'verified': True, 'public_metrics': {'followers_count': 13692, 'following_count': 769, 'tweet_count': 3147, 'listed_count': 146}, 'created_at': '2009-06-26T05:31:55.000Z', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KVAshFA0dw', 'expanded_url': 'http://NEA.org', 'display_url': 'NEA.org'}]}, 'description': {'mentions': [{'start': 108, 'end': 117, 'username': 'NEAToday'}]}}, 'description': 'Philly native, Eagles fan, middle school science teacher, widow, mother of two, Nana B to two. President of @NEAToday.', 'name': 'Becky Pringle', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1486037808779247628/kt3IAUa4_normal.jpg'}], 'urls': [{'start': 220, 'end': 243, 'url': 'https://t.co/g2uIxkB3bZ', 'expanded_url': 'https://pitc.zoomgov.com/webinar/register/WN_jE_vnPijRVKlPtjGFEI6SA', 'display_url': 'pitc.zoomgov.com/webinar/regist…', 'status': 200, 'title': 'Webinar Registration - Zoom', 'description': 'Would you like to start this meeting? Would you like to start one of these meetings?', 'unwound_url': 'https://pitc.zoomgov.com/webinar/register/WN_jE_vnPijRVKlPtjGFEI6SA'}, {'start': 244, 'end': 267, 'url': 'https://t.co/PewfbCD4o9', 'expanded_url': 'https://twitter.com/NEAToday/status/1565016068829155328/photo/1', 'display_url': 'pic.twitter.com/PewfbCD4o9', 'media_key': '3_1565016065612124161'}], 'annotations': [{'start': 48, 'end': 58, 'probability': 0.8479, 'type': 'Place', 'normalized_text': 'White House'}]}","{'retweet_count': 12, 'reply_count': 1, 'like_count': 11, 'quote_count': 1, 'impression_count': 0}",NEAToday
2999,2022-08-31T16:26:11.000Z,Workers in America's mines have a new tool to stay safe and healthy. A new app from @MSHA_DOL alerts miners when there is an accident in the mining community. https://t.co/Jms1N5KovN #MinerApp #LaborDay https://t.co/LwUF8oW0zJ,"{'mentions': [{'start': 84, 'end': 93, 'username': 'MSHA_DOL', 'id': '788456341891198976', 'location': 'Washington, DC', 'pinned_tweet_id': '1569793301909311494', 'protected': False, 'url': 'https://t.co/CchgVJswuI', 'verified': True, 'public_metrics': {'followers_count': 3232, 'following_count': 54, 'tweet_count': 2078, 'listed_count': 37}, 'created_at': '2016-10-18T19:06:55.000Z', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CchgVJswuI', 'expanded_url': 'http://www.msha.gov', 'display_url': 'msha.gov'}]}, 'description': {'mentions': [{'start': 45, 'end': 51, 'username': 'USDOL'}]}}, 'description': 'The Mine Safety and Health Administration, a @USDOL agency, promotes safe, healthful mining workplaces, and prevents mining deaths, illnesses and injuries.', 'name': 'MSHA_DOL', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1014913135835336704/Uc-CK4qO_normal.jpg'}], 'urls': [{'start': 159, 'end': 182, 'url': 'https://t.co/Jms1N5KovN', 'expanded_url': 'http://www.MSHA.gov/MinerApp', 'display_url': 'MSHA.gov/MinerApp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1621627143628136448/gO5GUpgI?format=png&name=orig', 'width': 601, 'height': 301}, {'url': 'https://pbs.twimg.com/news_img/1621627143628136448/gO5GUpgI?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Miner Safety & Health Application', 'description': 'MSHA now has an app available to provide information directly to miners.', 'unwound_url': 'https://www.msha.gov/miner-safety-health-application'}, {'start': 203, 'end': 226, 'url': 'https://t.co/LwUF8oW0zJ', 'expanded_url': 'https://twitter.com/IBEW/status/1565013087710810112/photo/1', 'display_url': 'pic.twitter.com/LwUF8oW0zJ', 'media_key': '3_1565013072502202374'}], 'annotations': [{'start': 11, 'end': 17, 'probability': 0.9767, 'type': 'Place', 'normalized_text': 'America'}, {'start': 184, 'end': 191, 'probability': 0.8933, 'type': 'Other', 'normalized_text': 'MinerApp'}], 'hashtags': [{'start': 183, 'end': 192, 'tag': 'MinerApp'}, {'start': 193, 'end': 202, 'tag': 'LaborDay'}]}","{'retweet_count': 5, 'reply_count': 1, 'like_count': 15, 'quote_count': 1, 'impression_count': 0}",IBEW
3027,2022-08-31T12:15:01.000Z,"Letter carriers are exposed to a great deal of heat, so it's important to protect yourself from the dangers associated with heat and sun. 

✔️ Understand potential risks
✔️ Know warning signs 
✔️ Be proactive

Learn more: https://t.co/NKLsa0BxrN https://t.co/ebFKbXM0DI","{'urls': [{'start': 222, 'end': 245, 'url': 'https://t.co/NKLsa0BxrN', 'expanded_url': 'https://nalc-info.org/3utpLxU', 'display_url': 'nalc-info.org/3utpLxU', 'images': [{'url': 'https://pbs.twimg.com/news_img/1564949924550246408/pwzYQSpr?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1564949924550246408/pwzYQSpr?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'July 2022 Postal Record', 'description': 'This interactive flipbook is created with FlippingBook, a service for streaming PDFs online. No download, no waiting. Open and start reading right away!', 'unwound_url': 'https://online.flippingbook.com/view/535511666/8/'}, {'start': 246, 'end': 269, 'url': 'https://t.co/ebFKbXM0DI', 'expanded_url': 'https://twitter.com/NALC_National/status/1564949881487343616/photo/1', 'display_url': 'pic.twitter.com/ebFKbXM0DI', 'media_key': '3_1564949879423729667'}]}","{'retweet_count': 8, 'reply_count': 1, 'like_count': 14, 'quote_count': 0, 'impression_count': 0}",NALC_National
3032,2022-08-30T23:55:19.000Z,"#AB257, which just passed CA Senate, gives workers a seat at the table with employers.

""It means workers can both put food on the table and put gas in the tank.""

""I'm overjoyed...(AB257) would change my life completely.""

It's time for #UnionsForAll across the country. https://t.co/xUMc34Mscc","{'urls': [{'start': 272, 'end': 295, 'url': 'https://t.co/xUMc34Mscc', 'expanded_url': 'https://twitter.com/SEIU/status/1564763727299194881/video/1', 'display_url': 'pic.twitter.com/xUMc34Mscc', 'media_key': '7_1564756836695396353'}], 'annotations': [{'start': 26, 'end': 34, 'probability': 0.4874, 'type': 'Organization', 'normalized_text': 'CA Senate'}], 'hashtags': [{'start': 0, 'end': 6, 'tag': 'AB257'}, {'start': 238, 'end': 251, 'tag': 'UnionsForAll'}]}","{'retweet_count': 85, 'reply_count': 36, 'like_count': 256, 'quote_count': 12, 'impression_count': 0}",SEIU
3037,2022-08-30T22:23:00.000Z,"Public schools are now virtual in Jackson, Mississippi as many in the city do not have clean water, or access to any water at all. 

This is a basis human right many are being denied. Our leaders must address this issue immediately. 

https://t.co/CZuhD7niqk","{'annotations': [{'start': 43, 'end': 53, 'probability': 0.9301, 'type': 'Place', 'normalized_text': 'Mississippi'}], 'urls': [{'start': 235, 'end': 258, 'url': 'https://t.co/CZuhD7niqk', 'expanded_url': 'https://www.washingtonpost.com/nation/2022/08/30/jackson-mississippi-water-crisis-update/', 'display_url': 'washingtonpost.com/nation/2022/08…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1608092147068305409/Htsq-RxU?format=jpg&name=orig', 'width': 1440, 'height': 960}, {'url': 'https://pbs.twimg.com/news_img/1608092147068305409/Htsq-RxU?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Jackson’s water crisis comes after years of neglect: ‘We’ve been going it alone’', 'description': 'The Mississippi governor said the situation was “very different” from a boil-water notice, as the water itself would run out.', 'unwound_url': 'https://www.washingtonpost.com/nation/2022/08/30/jackson-mississippi-water-crisis-update/'}]}","{'retweet_count': 12, 'reply_count': 0, 'like_count': 21, 'quote_count': 3, 'impression_count': 0}",NEAToday
3156,2022-08-29T00:00:19.000Z,"Nearly 200 General Electric Aviation workers in Auburn, AL, have launched a historic new union organizing campaign with IUE-CWA, becoming the first GE workers to organize a union in nearly a decade.
https://t.co/7y9gxDXIfu","{'urls': [{'start': 199, 'end': 222, 'url': 'https://t.co/7y9gxDXIfu', 'expanded_url': 'https://cwa-union.org/news/organizing-update-171', 'display_url': 'cwa-union.org/news/organizin…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1562884091066093569/cnHhzPDK?format=jpg&name=orig', 'width': 1024, 'height': 512}, {'url': 'https://pbs.twimg.com/news_img/1562884091066093569/cnHhzPDK?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Organizing Update', 'description': 'Nearly 200 General Electric (GE) Aviation workers in Auburn, Ala., have launched an historic new union organizing campaign with IUE-CWA.', 'unwound_url': 'https://cwa-union.org/news/organizing-update-171'}], 'annotations': [{'start': 11, 'end': 26, 'probability': 0.4545, 'type': 'Organization', 'normalized_text': 'General Electric'}, {'start': 48, 'end': 53, 'probability': 0.7577, 'type': 'Place', 'normalized_text': 'Auburn'}, {'start': 56, 'end': 57, 'probability': 0.865, 'type': 'Place', 'normalized_text': 'AL'}, {'start': 120, 'end': 126, 'probability': 0.5805, 'type': 'Other', 'normalized_text': 'IUE-CWA'}]}","{'retweet_count': 26, 'reply_count': 2, 'like_count': 46, 'quote_count': 2, 'impression_count': 0}",CWAUnion
3157,2022-08-28T23:54:20.000Z,"Congratulations to our fearless @ColumbusEA union family who:

🌡️ Ensured 100% of Columbus schools will be fully climate controlled;
🎒 Reduced class size;
🎨 Championed art, music, and PE instruction;
✊🏾 Secured raises to recruit and retain educators. https://t.co/3hknz1uTnt","{'urls': [{'start': 251, 'end': 274, 'url': 'https://t.co/3hknz1uTnt', 'expanded_url': 'https://twitter.com/ColumbusEA/status/1564035309628805120', 'display_url': 'twitter.com/ColumbusEA/sta…'}], 'mentions': [{'start': 32, 'end': 43, 'username': 'ColumbusEA', 'id': '25720155', 'verified': False, 'url': 'https://t.co/wSyRHjlygU', 'public_metrics': {'followers_count': 3584, 'following_count': 114, 'tweet_count': 1434, 'listed_count': 34}, 'created_at': '2009-03-21T20:01:32.000Z', 'description': 'Union representing more than 4,000 teachers and education professionals in @ColsCitySchools. Proud affiliate of @OhioEA and @NEAToday.', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wSyRHjlygU', 'expanded_url': 'http://www.ceaohio.org', 'display_url': 'ceaohio.org'}]}, 'description': {'mentions': [{'start': 75, 'end': 91, 'username': 'ColsCitySchools'}, {'start': 112, 'end': 119, 'username': 'OhioEA'}, {'start': 124, 'end': 133, 'username': 'NEAToday'}]}}, 'name': 'Columbus Education Association', 'protected': False, 'location': 'Columbus, Ohio', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1562984172976840704/30T52pF0_normal.jpg'}], 'annotations': [{'start': 82, 'end': 89, 'probability': 0.8922, 'type': 'Place', 'normalized_text': 'Columbus'}]}","{'retweet_count': 20, 'reply_count': 1, 'like_count': 88, 'quote_count': 5, 'impression_count': 0}",NEAToday
3165,2022-08-28T16:29:01.000Z,"The NALC Disaster Relief Foundation helps members who have experienced damage from a hurricane, tornado, fire or another natural disaster. Help your brothers and sisters when they need it most with a contribution to the NALC DRF. Learn more: https://t.co/gBPkjNtian https://t.co/q5nDdCLKHp","{'urls': [{'start': 242, 'end': 265, 'url': 'https://t.co/gBPkjNtian', 'expanded_url': 'http://nalc.org/disaster', 'display_url': 'nalc.org/disaster', 'images': [{'url': 'https://pbs.twimg.com/news_img/1606668593327968256/CuxW0yUK?format=png&name=orig', 'width': 1200, 'height': 627}, {'url': 'https://pbs.twimg.com/news_img/1606668593327968256/CuxW0yUK?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'NALC Disaster Relief Foundation', 'description': 'An NALC sponsored foundation whose mission is to alleviate the suffering of members affected by natural disasters, including earthquakes, tornadoes, hurricanes and wildfires.', 'unwound_url': 'https://www.nalc.org/member-benefits/nalc-disaster-relief-foundation'}, {'start': 266, 'end': 289, 'url': 'https://t.co/q5nDdCLKHp', 'expanded_url': 'https://twitter.com/NALC_National/status/1563926637179281408/photo/1', 'display_url': 'pic.twitter.com/q5nDdCLKHp', 'media_key': '3_1563926634910126083'}], 'annotations': [{'start': 4, 'end': 34, 'probability': 0.6171, 'type': 'Organization', 'normalized_text': 'NALC Disaster Relief Foundation'}, {'start': 220, 'end': 227, 'probability': 0.5355, 'type': 'Organization', 'normalized_text': 'NALC DRF'}]}","{'retweet_count': 6, 'reply_count': 0, 'like_count': 11, 'quote_count': 0, 'impression_count': 0}",NALC_National
3214,2022-08-26T16:31:17.000Z,"#Teamsters General Secretary-Treasurer Fred Zuckerman visited Local 651 this morning to deliver a $50,000 check from the International to help with disaster relief efforts in the wake of deadly flooding that hit eastern Kentucky last month. #1u https://t.co/VLzH469u2D","{'urls': [{'start': 245, 'end': 268, 'url': 'https://t.co/VLzH469u2D', 'expanded_url': 'https://twitter.com/Teamsters/status/1563202431538036736/photo/1', 'display_url': 'pic.twitter.com/VLzH469u2D', 'media_key': '3_1563202361312612352'}, {'start': 245, 'end': 268, 'url': 'https://t.co/VLzH469u2D', 'expanded_url': 'https://twitter.com/Teamsters/status/1563202431538036736/photo/1', 'display_url': 'pic.twitter.com/VLzH469u2D', 'media_key': '3_1563202361308467200'}, {'start': 245, 'end': 268, 'url': 'https://t.co/VLzH469u2D', 'expanded_url': 'https://twitter.com/Teamsters/status/1563202431538036736/photo/1', 'display_url': 'pic.twitter.com/VLzH469u2D', 'media_key': '3_1563202393587720192'}], 'annotations': [{'start': 39, 'end': 52, 'probability': 0.8815, 'type': 'Person', 'normalized_text': 'Fred Zuckerman'}, {'start': 220, 'end': 227, 'probability': 0.8454, 'type': 'Place', 'normalized_text': 'Kentucky'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'Teamsters'}, {'start': 241, 'end': 244, 'tag': '1u'}]}","{'retweet_count': 2, 'reply_count': 2, 'like_count': 24, 'quote_count': 0, 'impression_count': 0}",Teamsters
3219,2022-08-26T15:39:23.000Z,"If you have worked on a Department of Energy site, you may be eligible for a free medical screening exam through the Building Trades National Medical Screening Program (BTMed). Find out more at 1-800-866-9663.

https://t.co/akRv3zTPWx","{'urls': [{'start': 211, 'end': 234, 'url': 'https://t.co/akRv3zTPWx', 'expanded_url': 'https://youtu.be/xVRMa1eXBow', 'display_url': 'youtu.be/xVRMa1eXBow', 'images': [{'url': 'https://pbs.twimg.com/news_img/1588531250666799104/J6qRh3Kq?format=jpg&name=orig', 'width': 480, 'height': 360}, {'url': 'https://pbs.twimg.com/news_img/1588531250666799104/J6qRh3Kq?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'The Building Trades National Medical Screening Program (BTMed)', 'description': 'The Building Trades National Medical Screening Program (BTMed) provides free medical screening services to construction workers formerly employed at Departme...', 'unwound_url': 'https://www.youtube.com/watch?v=xVRMa1eXBow&feature=youtu.be'}], 'annotations': [{'start': 24, 'end': 43, 'probability': 0.7967, 'type': 'Organization', 'normalized_text': 'Department of Energy'}, {'start': 126, 'end': 158, 'probability': 0.5136, 'type': 'Other', 'normalized_text': 'Trades National Medical Screening'}, {'start': 169, 'end': 173, 'probability': 0.4286, 'type': 'Other', 'normalized_text': 'BTMed'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 1, 'impression_count': 0}",LIUNA
